store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,custom_design,page_layout,options_container,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,gift_wrapping_available,color,status,visibility,tax_class_id,occasion,apparel_type,sleeve_length,fit,size,length,gender,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,description,short_description,meta_keyword,custom_layout_update,price,special_price,weight,msrp,gift_wrapping_price,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,website,_media_image,_media_lable,_media_position,_media_is_disabled,image_label,small_image_label,thumbnail_label,is_recurring,material,luggage_size,luggage_travel_style,bag_luggage_type,accessories_size,luggage_style,accessories_type,shoe_size,shoe_type,gendered,width,bedding_pattern,homeware_style,bed_bath_type,decor_type,home_decor_type,camera_type,camera_megapixels,electronic_type,cost,price_type,sku_type,weight_type,price_view,shipment_type,samples_title,links_title,links_purchased_separately,links_exist,format,books_music_type,author_artist,genre,style,necklace_length,jewelry_type,recurring_profile,product_link,featured,start_slider_date_product,end_slider_date_product
admin,base,Shoes,simple,20,aws010,0,"Hana Flat, Charcoal",,,/a/w/aws010_1.jpg,/a/w/aws010_1.jpg,/a/w/aws010_1.jpg,,hana-flat-charcoal,hana-flat-charcoal.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Charcoal,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Suede. Square toe. 1/4"" flat heel. Padded leather insole and lining. Rubber outsole provides traction.",The slip on style is ideal for everyday use.,,,210,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Hana Flat, Charcoal",0,simple,,,,,,,,,,,No,,,,,,,,6,Flat,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,aws011,0,"Hana Flat, Charcoal",,,/a/w/aws010_2.jpg,/a/w/aws010_2.jpg,/a/w/aws010_2.jpg,,hana-flat-charcoal,hana-flat-charcoal-548.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Charcoal,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Suede. Square toe. 1/4"" flat heel. Padded leather insole and lining. Rubber outsole provides traction.",The slip on style is ideal for everyday use.,,,210,,1,,,22,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Hana Flat, Charcoal",0,simple,,,,,,,,,,,No,,,,,,,,7,Flat,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,aws012,0,"Hana Flat, Charcoal",,,/a/w/aws010_3.jpg,/a/w/aws010_3.jpg,/a/w/aws010_3.jpg,,hana-flat-charcoal,hana-flat-charcoal-549.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Charcoal,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Suede. Square toe. 1/4"" flat heel. Padded leather insole and lining. Rubber outsole provides traction.",The slip on style is ideal for everyday use.,,,210,,1,,,24,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Hana Flat, Charcoal",0,simple,,,,,,,,,,,No,,,,,,,,8,Flat,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,aws013,0,"Hana Flat, Charcoal",,,/a/w/aws010_4.jpg,/a/w/aws010_4.jpg,/a/w/aws010_4.jpg,,hana-flat-charcoal,hana-flat-charcoal-550.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Charcoal,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Suede. Square toe. 1/4"" flat heel. Padded leather insole and lining. Rubber outsole provides traction.",The slip on style is ideal for everyday use.,,,210,,1,,,23,0,1,0,0,1,1,1,0,1,1,,,1,0,1,1,1,0,1,0,0,1,1,"Hana Flat, Charcoal",0,simple,,,,,,,,,,,No,,,,,,,,9,Flat,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,aws014,0,"Hana Flat, Charcoal",,,/a/w/aws010_5.jpg,/a/w/aws010_5.jpg,/a/w/aws010_5.jpg,,hana-flat-charcoal,hana-flat-charcoal-551.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Charcoal,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Suede. Square toe. 1/4"" flat heel. Padded leather insole and lining. Rubber outsole provides traction.",The slip on style is ideal for everyday use.,,,210,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Hana Flat, Charcoal",0,simple,,,,,,,,,,,No,,,,,,,,10,Flat,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams000,0,Dorian Perforated Oxford,,,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,,dorian-preforated-oxford,dorian-preforated-oxford.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.",,,410,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Dorian Perforated Oxford,0,simple,,,,,,,,,,,No,,,,,,,,8,Dress,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams001,0,Dorian Perforated Oxford,,,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,,dorian-preforated-oxford,dorian-preforated-oxford-549.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.",,,410,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Dorian Perforated Oxford,0,simple,,,,,,,,,,,No,,,,,,,,9,Dress,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,ams001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/m/ams000b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams002,0,Dorian Perforated Oxford,,,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,,dorian-preforated-oxford,dorian-preforated-oxford-550.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.",,,410,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Dorian Perforated Oxford,0,simple,,,,,,,,,,,No,,,,,,,,10,Dress,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams003,0,Dorian Perforated Oxford,,,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,,dorian-preforated-oxford,dorian-preforated-oxford-551.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.",,,410,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Dorian Perforated Oxford,0,simple,,,,,,,,,,,No,,,,,,,,11,Dress,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams004,0,Dorian Perforated Oxford,,,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,/a/m/ams000a_1.jpg,,dorian-preforated-oxford,dorian-preforated-oxford-552.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,Career,,,,,,,,,2013-03-01 00:00:00,,,,"Polished leather upper. Perforated detail on toe. Oxford lace-up front. Leather lining and footbed. 1"" rubber heel. Imported.","Crafted from premium polished leather, unrivaled in design.",,,410,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Dorian Perforated Oxford,0,simple,,,,,,,,,,,No,,,,,,,,12,Dress,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams005,0,Wingtip Cognac Oxford,,,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,,wingtip-cognac-oxford,wingtip-cognac-oxford.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Orange,Enabled,Not Visible Individually,Taxable Goods,Casual,,,,,,,,,2013-03-01 00:00:00,,,,Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.,Classic cognac wingtip with a modern silhouette--it only gets better with wear.,,,375,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Wingtip Cognac Oxford,0,simple,,,,,,,,,,,,,,,,,,,8,Casual,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams006,0,Wingtip Cognac Oxford,,,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,,wingtip-cognac-oxford,wingtip-cognac-oxford-550.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Orange,Enabled,Not Visible Individually,Taxable Goods,Casual,,,,,,,,,2013-03-01 00:00:00,,,,Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.,Classic cognac wingtip with a modern silhouette--it only gets better with wear.,,,375,,1,,,24,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Wingtip Cognac Oxford,0,simple,,,,,,,,,,,,,,,,,,,9,Casual,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,ams006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/m/ams005b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams007,0,Wingtip Cognac Oxford,,,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,,wingtip-cognac-oxford,wingtip-cognac-oxford-551.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Orange,Enabled,Not Visible Individually,Taxable Goods,Casual,,,,,,,,,2013-03-01 00:00:00,,,,Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.,Classic cognac wingtip with a modern silhouette--it only gets better with wear.,,,375,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Wingtip Cognac Oxford,0,simple,,,,,,,,,,,,,,,,,,,10,Casual,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams008,0,Wingtip Cognac Oxford,,,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,,wingtip-cognac-oxford,wingtip-cognac-oxford-552.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Orange,Enabled,Not Visible Individually,Taxable Goods,Casual,,,,,,,,,2013-03-01 00:00:00,,,,Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.,Classic cognac wingtip with a modern silhouette--it only gets better with wear.,,,375,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Wingtip Cognac Oxford,0,simple,,,,,,,,,,,,,,,,,,,11,Casual,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams009,0,Wingtip Cognac Oxford,,,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,/a/m/ams005a_1.jpg,,wingtip-cognac-oxford,wingtip-cognac-oxford-553.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Orange,Enabled,Not Visible Individually,Taxable Goods,Casual,,,,,,,,,2013-03-01 00:00:00,,,,Wingtip medallion toe oxford with contrast waxed cotton laces.  Leather upper and lining. Leather sole. Made in Italy.,Classic cognac wingtip with a modern silhouette--it only gets better with wear.,,,375,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Wingtip Cognac Oxford,0,simple,,,,,,,,,,,,,,,,,,,12,Casual,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams010,0,"Suede Loafer, Navy",,,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,,suede-loafer-navy,suede-loafer-navy.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,Not Visible Individually,Taxable Goods,Evening,,,,,,,,,2013-03-01 00:00:00,,,,Suede loafer. Contrast stitching. Leather lined. Imported.,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,310,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Suede Loafer, Navy",0,simple,,,,,,,,,,,,,,,,,,,8,Loafers,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,ams010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/m/ams010b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams011,0,"Suede Loafer, Navy",,,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,,suede-loafer-navy,suede-loafer-navy-551.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,Not Visible Individually,Taxable Goods,Evening,,,,,,,,,2013-03-01 00:00:00,,,,Suede loafer. Contrast stitching. Leather lined. Imported.,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,310,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Suede Loafer, Navy",0,simple,,,,,,,,,,,,,,,,,,,9,Loafers,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams012,0,"Suede Loafer, Navy",,,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,,suede-loafer-navy,suede-loafer-navy-552.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,Not Visible Individually,Taxable Goods,Evening,,,,,,,,,2013-03-01 00:00:00,,,,Suede loafer. Contrast stitching. Leather lined. Imported.,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,310,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Suede Loafer, Navy",0,simple,,,,,,,,,,,,,,,,,,,10,Loafers,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams013,0,"Suede Loafer, Navy",,,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,,suede-loafer-navy,suede-loafer-navy-553.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,Not Visible Individually,Taxable Goods,Evening,,,,,,,,,2013-03-01 00:00:00,,,,Suede loafer. Contrast stitching. Leather lined. Imported.,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,310,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Suede Loafer, Navy",0,simple,,,,,,,,,,,,,,,,,,,11,Loafers,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Shoes,simple,20,ams014,0,"Suede Loafer, Navy",,,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,/a/m/ams010a_1.jpg,,suede-loafer-navy,suede-loafer-navy-554.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,Not Visible Individually,Taxable Goods,Evening,,,,,,,,,2013-03-01 00:00:00,,,,Suede loafer. Contrast stitching. Leather lined. Imported.,"Make a statement, even when relaxed and casual. The classic loafer design elevates even the most dressed down look.",,,310,,1,,,25,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Suede Loafer, Navy",0,simple,,,,,,,,,,,,,,,,,,,12,Loafers,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl000,1,Isla Crossbody Handbag,,,/a/b/abl000_4.jpg,/a/b/abl000_4.jpg,/a/b/abl000_4.jpg,,isla-crossbody-handbag,isla-crossbody-handbag.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,"Catalog, Search",Taxable Goods,,,,,,,Female,,,,,,,"Pebbled leather. Contrast stitching. Fold over flap with Fasten closure. Crossbody strap. 6"" x 8"" x 0.75"".",Form follows function with this decidedly chic mini bag. ,,,290,,1,,,13,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Isla Crossbody Handbag,0,simple,,,,,,,,,,,No,Leather,,,Handbags,,Frequent,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl001,0,Florentine Satchel Handbag,,,/a/b/abl001_1.jpg,/a/b/abl001_1.jpg,/a/b/abl001_1.jpg,,florentine-satchel-handbag,florentine-satchel-handbag.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Ivory,Enabled,"Catalog, Search",Taxable Goods,,,,,,,Female,,,,,,,"Leather. Silver hardware. Inside open pocket. Fasten closure, fabric lining. Handles with 7"" drop. 14"" x 3.5"" x 9"". Imported.",Carry it all with the spacious and stylishFlorentine Satchel.,,,625,,1,,,-35,0,1,0,0,1,1,1,0,1,0,2013-04-24 08:04:44,,1,0,1,1,1,0,1,0,0,1,1,Florentine Satchel Handbag,0,simple,,,,,,,,,,,No,Leather,,,Handbags,,Frequent,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl002,0,Flatiron Tablet Sleeve,,,/a/b/abl002b_1.jpg,/a/b/abl002b_1.jpg,/a/b/abl002b_1.jpg,,leather-tablet-sleeve,leather-tablet-sleeve.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,"Catalog, Search",Taxable Goods,,,,,,,Male or Female,,,,,,,"Pebble textured leather tabled case. Top zip closure. Exterior zipper pocket. Fully lined with back wall slip pocket. 8.75"" x 11"" x .5"". Imported.",Protect your tablet with our minimal tablet sleeve.,,,150,,1,,,23,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Flatiron Tablet Sleeve,0,simple,,,,,,,,,,,No,Leather,,,Laptop Bag,,Business,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl002a_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,"9,21",abl003,0,Broad St. Flapover Briefcase,,,/a/b/abl003b_1.jpg,/a/b/abl003b_1.jpg,/a/b/abl003b_1.jpg,,flapover-briefcase,flapover-briefcase.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,"Catalog, Search",Taxable Goods,,,,,,,Male,,,,,,,"Leather, with flap closure. Padded carrying handles. Main compartment has padded laptop pocket, file section and organizer panel. Quick access back pocket. Padded adjustable shoulder strap. 16"" x 12"" x 3.5"". Domestic.",Make an impression at overseas business meetings.,,,570,,1,,,24,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Broad St. Flapover Briefcase,0,simple,,,,,,,,,,,No,Leather,,,Briefcase,,Business,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl003a_1.jpg,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,"9,21",abl004,0,Houston Travel Wallet,,,/a/b/abl004a_1.jpg,/a/b/abl004a_1.jpg,/a/b/abl004a_1.jpg,,rolls-travel-wallet,rolls-travel-wallet.html,,3 columns,Product Info Column, ,Use config,Use config,No,No,,Enabled,"Catalog, Search",Taxable Goods,,,,,,,,,,,,,,"Leather. 4"" x 6.5"" x 0.5""","Just the right size for your passport, tickets and other essentials, this leather wallet is the perfect travel carry all.",,,210,,1,,,18,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Houston Travel Wallet,0,simple,,,,,,,,,,,No,Leather,,,Business,,Frequent,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl004b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl005,0,Roller Suitcase,,,/a/b/abl005a_1.jpg,/a/b/abl005a_1.jpg,/a/b/abl005a_1.jpg,,roller-suitcase,roller-suitcase.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Blue,Enabled,"Catalog, Search",Taxable Goods,,,,,,,Male or Female,,,,,,,"Zip closure. Water resistant hard polycarbonate shell. All direction spinner wheels. Retractable plastic handle. Cross strap interior. 29"" x 20"" x 13"".",No more baggage claim mixups! Our Roller in bold cobalt blue is sure to standout in a sea of suitcases.,,,650,,1,,,15,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Roller Suitcase,0,simple,,,,,,,,,,,No,Other,"29""",colorful,Luggage,,Weekend,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl005b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl006,0,"Classic Hardshell Suitcase 21""",,,/a/b/abl0006a_2.jpg,/a/b/abl0006a_2.jpg,/a/b/abl0006a_2.jpg,,classic-hardshell-suitcase,classic-hardshell-suitcase.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,,,,,,,Male or Female,,,2013-03-01 00:00:00,,,,"Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 21"" x 17"" x 10"".",Some like it classic. This luggage provides ample room for multiday trips.,,,650,,1,,,15,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Classic Hardshell Suitcase 21""",0,simple,,,,,,,,,,,No,Other,"21""",classic,Luggage,,Business,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl0008_1.jpg,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Accessories,simple,21,abl007,0,"Classic Hardshell Suitcase 29""",,,/a/b/abl0006a_3.jpg,/a/b/abl0006a_3.jpg,/a/b/abl0006a_3.jpg,,classic-hardshell-suitcase,classic-hardshell-suitcase-585.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Black,Enabled,Not Visible Individually,Taxable Goods,,,,,,,Male or Female,,,2013-03-01 00:00:00,,,,"Water resistant hard polycarbonate shell. All direction spinner wheels. Zip closure. Locking, retractable metal handle. Cross strap and self repairing zipper interior. Padded side handle for lateral carry. 29"" x 20"" x 13"".",Some like it classic. This luggage provides ample room for multiday trips.,,,750,,1,,,13,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,"Classic Hardshell Suitcase 29""",0,simple,,,,,,,,,,,No,Other,"29""",classic,Luggage,,Business,Bags & Luggage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl006b_1.jpg,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,,,,,abl007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/a/b/abl0008_2.jpg,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin,base,Home & Decor,simple,23,hdb000,0,Body Wash with Lemon Flower Extract and Aloe Vera,,,/h/d/hdb000_1.jpg,/h/d/hdb000_1.jpg,/h/d/hdb000_1.jpg,,body-wash-with-lemon-flower-extract-and-aloe-vera,body-wash-with-lemon-flower-extract-and-aloe-vera.html,,1 column,Product Info Column, ,Use config,Use config,No,No,Yellow,Enabled,"Catalog, Search",Taxable Goods,,,,,,,,,,,,,,Lemon flower and Aloe Vera extract. Super moisturizing. ,"A rich lather, infused with lemon flower awakens the senses.",,,28,,1,,,13,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Body Wash with Lemon Flower Extract and Aloe Vera,0,simple,,,,,,,,,,,No,,,,,,,,,,,,,,Bath,N/A,Bed & Bath,,,,,,,,,,,,,,,,,,,,,,,,,
